2026-04-11 13:54:41 | INFO     | appLogger | set_logger  : 18  | --------------------------------------------------------------------------------
2026-04-11 13:54:41 | INFO     | appLogger | set_logger  : 19  | 开始时间: 2026-04-11 13:54:41
2026-04-11 13:54:41 | INFO     | appLogger | set_logger  : 20  | --------------------------------------------------------------------------------
2026-04-11 13:55:10 | INFO     | appLogger | asr_worker  : 18  | [ASR] 获取问题所需时间：14
2026-04-11 13:55:10 | INFO     | appLogger | asr_worker  : 23  | [ASR] 用户问题：给我介绍一下皮影戏 (sid=1)
2026-04-11 13:55:10 | INFO     | appLogger | llm_worker  : 16  | [LLM] 开始生成 sid=1
2026-04-11 13:55:18 | INFO     | appLogger | llm_service : 63  | sentence: 皮影戏是河南省非物质文化遗产，属于传统戏剧类别，国家级保护项目，编号Ⅳ-91，批次为2011年第三批扩展。
2026-04-11 13:55:18 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: 皮影戏是河南省非物质文化遗产，属于传统戏剧类别，国家级保护项目，编号Ⅳ-91，批次为2011年第三批扩展。 (sid=1)
2026-04-11 13:55:19 | INFO     | appLogger | llm_service : 63  | sentence: 其代表性传承区域位于桐柏县人民文化馆，以精湛的技艺和丰富的文化底蕴闻名。
2026-04-11 13:55:19 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: 其代表性传承区域位于桐柏县人民文化馆，以精湛的技艺和丰富的文化底蕴闻名。 (sid=1)
2026-04-11 13:55:20 | INFO     | appLogger | llm_service : 63  | sentence: 作为黄河文化的重要组成部分，皮影戏通过光影艺术展现故事，承载着民间叙事与审美情趣，是黄河非遗传承的生动体现。
2026-04-11 13:55:20 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: 作为黄河文化的重要组成部分，皮影戏通过光影艺术展现故事，承载着民间叙事与审美情趣，是黄河非遗传承的生动体现。 (sid=1)
2026-04-11 13:55:20 | INFO     | appLogger | llm_worker  : 43  | [LLM] 生成时间为：8.983783
2026-04-11 13:56:22 | INFO     | appLogger | asr_worker  : 18  | [ASR] 获取问题所需时间：72
2026-04-11 13:56:22 | INFO     | appLogger | asr_worker  : 23  | [ASR] 用户问题：我介绍一下它起源于什么时候 (sid=2)
2026-04-11 13:56:22 | INFO     | appLogger | llm_worker  : 16  | [LLM] 开始生成 sid=2
2026-04-11 13:56:29 | INFO     | appLogger | llm_service : 63  | sentence: 皮影戏起源于汉代，是黄河文明的活化石。
2026-04-11 13:56:29 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: 皮影戏起源于汉代，是黄河文明的活化石。 (sid=2)
2026-04-11 13:56:29 | INFO     | appLogger | llm_service : 63  | sentence: 黄河文化与皮影戏的渊源深厚，其技艺传承至今，以竹制或皮制影人投射光影，讲述英雄史诗与人间百态，被誉为“东方光影艺术瑰宝”。
