2026-04-09 19:38:26 | INFO     | appLogger | set_logger  : 18  | --------------------------------------------------------------------------------
2026-04-09 19:38:26 | INFO     | appLogger | set_logger  : 19  | 开始时间: 2026-04-09 19:38:26
2026-04-09 19:38:26 | INFO     | appLogger | set_logger  : 20  | --------------------------------------------------------------------------------
2026-04-09 19:39:26 | INFO     | appLogger | asr_worker  : 18  | [ASR] 获取问题所需时间：15
2026-04-09 19:39:26 | INFO     | appLogger | asr_worker  : 23  | [ASR] 用户问题：我介绍一下皮影戏 (sid=1)
2026-04-09 19:39:26 | INFO     | appLogger | llm_worker  : 16  | [LLM] 开始生成 sid=1
2026-04-09 19:39:36 | INFO     | appLogger | llm_service : 63  | sentence: 皮影戏是黄河流域的传统艺术，起源于古代，以灯光投射在幕布上，通过人物剪影表演故事。
2026-04-09 19:39:36 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: 皮影戏是黄河流域的传统艺术，起源于古代，以灯光投射在幕布上，通过人物剪影表演故事。 (sid=1)
2026-04-09 19:39:36 | INFO     | appLogger | tts_worker  : 89  | [TTS] 切分为 1 个短句: ['皮影戏是黄河流域的传统艺术，起源于古代，以灯光投射在幕布上，通过人物剪影表演故事。']
2026-04-09 19:39:37 | INFO     | appLogger | llm_service : 63  | sentence: 桐柏皮影戏作为国家级非遗，技艺精湛，画面细腻，常演《岳飞传》《白蛇传》等经典剧目。
2026-04-09 19:39:37 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: 桐柏皮影戏作为国家级非遗，技艺精湛，画面细腻，常演《岳飞传》《白蛇传》等经典剧目。 (sid=1)
2026-04-09 19:39:37 | INFO     | appLogger | llm_service : 63  | sentence: 它承载着黄河文明的智慧，如今在桐柏县人民文化馆传承，让古老技艺焕发新生。
2026-04-09 19:39:37 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: 它承载着黄河文明的智慧，如今在桐柏县人民文化馆传承，让古老技艺焕发新生。 (sid=1)
2026-04-09 19:39:37 | INFO     | appLogger | llm_worker  : 43  | [LLM] 生成时间为：10.220909
2026-04-09 19:40:03 | INFO     | appLogger | tts_worker  : 89  | [TTS] 切分为 1 个短句: ['桐柏皮影戏作为国家级非遗，技艺精湛，画面细腻，常演《岳飞传》《白蛇传》等经典剧目。']
2026-04-09 19:40:31 | INFO     | appLogger | tts_worker  : 89  | [TTS] 切分为 1 个短句: ['它承载着黄河文明的智慧，如今在桐柏县人民文化馆传承，让古老技艺焕发新生。']
