2026-04-11 14:18:37 | INFO     | appLogger | set_logger  : 18  | --------------------------------------------------------------------------------
2026-04-11 14:18:37 | INFO     | appLogger | set_logger  : 19  | 开始时间: 2026-04-11 14:18:37
2026-04-11 14:18:37 | INFO     | appLogger | set_logger  : 20  | --------------------------------------------------------------------------------
2026-04-11 14:20:11 | INFO     | appLogger | asr_worker  : 18  | [ASR] 获取问题所需时间：76
2026-04-11 14:20:11 | INFO     | appLogger | asr_worker  : 23  | [ASR] 用户问题：我介绍一下皮影戏 (sid=1)
2026-04-11 14:20:11 | INFO     | appLogger | llm_worker  : 16  | [LLM] 开始生成 sid=1
2026-04-11 14:20:24 | INFO     | appLogger | llm_service : 63  | sentence: 皮影戏是黄河流域的传统戏剧形式，国家级非遗项目，源自桐柏县人民文化馆。
2026-04-11 14:20:24 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: 皮影戏是黄河流域的传统戏剧形式，国家级非遗项目，源自桐柏县人民文化馆。 (sid=1)
2026-04-11 14:20:25 | INFO     | appLogger | llm_service : 63  | sentence: 它以皮影为载体，通过灯光投影展现故事，融合唱念做打的表演技艺，生动演绎历史传说与民间故事。
2026-04-11 14:20:25 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: 它以皮影为载体，通过灯光投影展现故事，融合唱念做打的表演技艺，生动演绎历史传说与民间故事。 (sid=1)
2026-04-11 14:20:26 | INFO     | appLogger | llm_service : 63  | sentence: 作为黄河文化的重要组成部分，皮影戏承载着地域民俗记忆，其传承既需技艺传承，也需文化守护。
2026-04-11 14:20:26 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: 作为黄河文化的重要组成部分，皮影戏承载着地域民俗记忆，其传承既需技艺传承，也需文化守护。 (sid=1)
2026-04-11 14:20:26 | INFO     | appLogger | llm_worker  : 43  | [LLM] 生成时间为：14.211009
2026-04-11 14:21:58 | INFO     | appLogger | asr_worker  : 18  | [ASR] 获取问题所需时间：107
2026-04-11 14:21:58 | INFO     | appLogger | asr_worker  : 23  | [ASR] 用户问题：介绍一下它起源于什么时候 (sid=2)
2026-04-11 14:21:58 | INFO     | appLogger | llm_worker  : 16  | [LLM] 开始生成 sid=2
2026-04-11 14:22:06 | INFO     | appLogger | llm_service : 63  | sentence: 皮影戏起源于汉代，是黄河文明的活化石。
2026-04-11 14:22:06 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: 皮影戏起源于汉代，是黄河文明的活化石。 (sid=2)
2026-04-11 14:22:07 | INFO     | appLogger | llm_service : 63  | sentence: 它以竹制或皮制影人投射在幕布上，通过灯光投影讲述英雄史诗与人间百态，承载着黄河儿女的智慧与记忆。
2026-04-11 14:22:07 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: 它以竹制或皮制影人投射在幕布上，通过灯光投影讲述英雄史诗与人间百态，承载着黄河儿女的智慧与记忆。 (sid=2)
2026-04-11 14:22:07 | INFO     | appLogger | llm_worker  : 43  | [LLM] 生成时间为：8.268500
2026-04-11 14:23:00 | INFO     | appLogger | asr_worker  : 18  | [ASR] 获取问题所需时间：61
2026-04-11 14:23:00 | INFO     | appLogger | asr_worker  : 23  | [ASR] 用户问题：介绍一下它起源于什么时期 (sid=3)
2026-04-11 14:23:00 | INFO     | appLogger | llm_worker  : 16  | [LLM] 开始生成 sid=3
2026-04-11 14:23:08 | INFO     | appLogger | llm_service : 63  | sentence: 皮影戏起源于汉代，是黄河文明的活化石。
2026-04-11 14:23:08 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: 皮影戏起源于汉代，是黄河文明的活化石。 (sid=3)
2026-04-11 14:23:09 | INFO     | appLogger | llm_service : 63  | sentence: 它以竹制或皮制影人投射在幕布上，通过灯光投影讲述英雄史诗与人间百态，承载着黄河儿女的智慧与记忆。
2026-04-11 14:23:09 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: 它以竹制或皮制影人投射在幕布上，通过灯光投影讲述英雄史诗与人间百态，承载着黄河儿女的智慧与记忆。 (sid=3)
2026-04-11 14:23:09 | INFO     | appLogger | llm_worker  : 43  | [LLM] 生成时间为：8.902169
2026-04-11 14:23:52 | INFO     | appLogger | asr_worker  : 18  | [ASR] 获取问题所需时间：52
2026-04-11 14:23:52 | INFO     | appLogger | asr_worker  : 23  | [ASR] 用户问题：现在看他还有什么表现形式 (sid=4)
2026-04-11 14:23:52 | INFO     | appLogger | llm_worker  : 16  | [LLM] 开始生成 sid=4
