2026-04-11 13:46:11 | INFO     | appLogger | set_logger  : 18  | --------------------------------------------------------------------------------
2026-04-11 13:46:11 | INFO     | appLogger | set_logger  : 19  | 开始时间: 2026-04-11 13:46:11
2026-04-11 13:46:11 | INFO     | appLogger | set_logger  : 20  | --------------------------------------------------------------------------------
2026-04-11 13:46:43 | INFO     | appLogger | asr_worker  : 18  | [ASR] 获取问题所需时间：14
2026-04-11 13:46:43 | INFO     | appLogger | asr_worker  : 23  | [ASR] 用户问题：给我介绍一下皮影戏 (sid=1)
2026-04-11 13:46:43 | INFO     | appLogger | llm_worker  : 16  | [LLM] 开始生成 sid=1
2026-04-11 13:46:51 | INFO     | appLogger | llm_service : 63  | sentence: 皮影戏是河南省非物质文化遗产，属于传统戏剧类别，国家级保护项目，编号Ⅳ-91，批次为2011年第三批扩展。
2026-04-11 13:46:51 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: 皮影戏是河南省非物质文化遗产，属于传统戏剧类别，国家级保护项目，编号Ⅳ-91，批次为2011年第三批扩展。 (sid=1)
2026-04-11 13:46:52 | INFO     | appLogger | llm_service : 63  | sentence: 其表演形式以皮影为载体，通过灯光投影在幕布上呈现故事，常见于豫东地区，如桐柏县人民文化馆。
2026-04-11 13:46:52 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: 其表演形式以皮影为载体，通过灯光投影在幕布上呈现故事，常见于豫东地区，如桐柏县人民文化馆。 (sid=1)
2026-04-11 13:46:53 | INFO     | appLogger | llm_service : 63  | sentence: 作为黄河文化的重要组成部分，皮影戏承载着民间艺术的传承与地域特色。
2026-04-11 13:46:53 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: 作为黄河文化的重要组成部分，皮影戏承载着民间艺术的传承与地域特色。 (sid=1)
2026-04-11 13:46:53 | INFO     | appLogger | llm_worker  : 43  | [LLM] 生成时间为：8.933384
2026-04-11 13:48:19 | INFO     | appLogger | asr_worker  : 18  | [ASR] 获取问题所需时间：96
2026-04-11 13:48:19 | INFO     | appLogger | asr_worker  : 23  | [ASR] 用户问题：介绍一下它起源于什么时期 (sid=2)
2026-04-11 13:48:19 | INFO     | appLogger | llm_worker  : 16  | [LLM] 开始生成 sid=2
2026-04-11 13:48:26 | INFO     | appLogger | llm_service : 63  | sentence: 皮影戏起源于汉代，是黄河文明的活化石。
2026-04-11 13:48:26 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: 皮影戏起源于汉代，是黄河文明的活化石。 (sid=2)
2026-04-11 13:48:27 | INFO     | appLogger | llm_service : 63  | sentence: 黄河流域的艺人用竹制或皮制影人投射在幕布上，讲述英雄史诗与人间百态，承载着黄河儿女的智慧与文化记忆。
2026-04-11 13:48:27 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: 黄河流域的艺人用竹制或皮制影人投射在幕布上，讲述英雄史诗与人间百态，承载着黄河儿女的智慧与文化记忆。 (sid=2)
2026-04-11 13:48:27 | INFO     | appLogger | llm_service : 63  | sentence: 其技艺在桐柏县等地传承至今，成为非遗传承的生动见证。
2026-04-11 13:48:27 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: 其技艺在桐柏县等地传承至今，成为非遗传承的生动见证。 (sid=2)
2026-04-11 13:48:27 | INFO     | appLogger | llm_worker  : 43  | [LLM] 生成时间为：8.032037
2026-04-11 13:51:16 | INFO     | appLogger | asr_worker  : 18  | [ASR] 获取问题所需时间：177
2026-04-11 13:51:16 | INFO     | appLogger | asr_worker  : 23  | [ASR] 用户问题：介绍一下他现在还有哪些表现形式 (sid=3)
2026-04-11 13:51:16 | INFO     | appLogger | llm_worker  : 16  | [LLM] 开始生成 sid=3
2026-04-11 13:51:27 | INFO     | appLogger | llm_service : 63  | sentence: 皮影戏现以传统剧目为主，如《岳飞传》《白蛇传》等，亦有现代改编剧目。
2026-04-11 13:51:27 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: 皮影戏现以传统剧目为主，如《岳飞传》《白蛇传》等，亦有现代改编剧目。 (sid=3)
2026-04-11 13:51:28 | INFO     | appLogger | llm_service : 63  | sentence: 其表演形式融合灯光投影与多媒体技术，部分演出结合地方民俗元素，如桐柏县文化馆的传承剧目便融入地域特色。
2026-04-11 13:51:28 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: 其表演形式融合灯光投影与多媒体技术，部分演出结合地方民俗元素，如桐柏县文化馆的传承剧目便融入地域特色。 (sid=3)
2026-04-11 13:51:29 | INFO     | appLogger | llm_service : 63  | sentence: 此外，非遗传承人常通过演出、教学及文创产品展示技艺，体现黄河文化对传统艺术的延续与创新。
2026-04-11 13:51:29 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: 此外，非遗传承人常通过演出、教学及文创产品展示技艺，体现黄河文化对传统艺术的延续与创新。 (sid=3)
2026-04-11 13:51:29 | INFO     | appLogger | llm_worker  : 43  | [LLM] 生成时间为：12.237783
