2026-04-09 19:44:04 | INFO     | appLogger | set_logger  : 18  | --------------------------------------------------------------------------------
2026-04-09 19:44:04 | INFO     | appLogger | set_logger  : 19  | 开始时间: 2026-04-09 19:44:04
2026-04-09 19:44:04 | INFO     | appLogger | set_logger  : 20  | --------------------------------------------------------------------------------
2026-04-09 19:45:07 | INFO     | appLogger | asr_worker  : 18  | [ASR] 获取问题所需时间：26
2026-04-09 19:45:07 | INFO     | appLogger | asr_worker  : 23  | [ASR] 用户问题：介绍一下皮影戏 (sid=1)
2026-04-09 19:45:07 | INFO     | appLogger | llm_worker  : 16  | [LLM] 开始生成 sid=1
2026-04-09 19:45:19 | INFO     | appLogger | llm_service : 63  | sentence: 皮影戏是黄河流域的传统戏剧形式，起源于古代，通过木制影人和灯光投影展现故事，具有浓厚的地域特色。
2026-04-09 19:45:19 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: 皮影戏是黄河流域的传统戏剧形式，起源于古代，通过木制影人和灯光投影展现故事，具有浓厚的地域特色。 (sid=1)
2026-04-09 19:45:19 | INFO     | appLogger | tts_worker  : 86  | [TTS] 切分为 2 个短句: ['皮影戏是黄河流域的传统戏剧形式，起源于古代，', '通过木制影人和灯光投影展现故事，']
2026-04-09 19:45:19 | INFO     | appLogger | tts_worker  : 90  | [TTS] 切分为 2 个短句: ['皮影戏是黄河流域的传统戏剧形式，起源于古代，', '通过木制影人和灯光投影展现故事，']
2026-04-09 19:45:21 | INFO     | appLogger | llm_service : 63  | sentence: 桐柏皮影戏（国家级）流传于河南省桐柏县，以其精湛的技艺和丰富的文化底蕴被列入第三批非物质文化遗产扩展项目，而信阳皮影戏（省级）则在平桥区文化馆传承至今。
2026-04-09 19:45:21 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: 桐柏皮影戏（国家级）流传于河南省桐柏县，以其精湛的技艺和丰富的文化底蕴被列入第三批非物质文化遗产扩展项目，而信阳皮影戏（省级）则在平桥区文化馆传承至今。 (sid=1)
2026-04-09 19:45:21 | INFO     | appLogger | llm_service : 63  | sentence: 两者均以生动的叙事和独特的艺术表现形式，展现了黄河文化的历史积淀。
2026-04-09 19:45:21 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: 两者均以生动的叙事和独特的艺术表现形式，展现了黄河文化的历史积淀。 (sid=1)
2026-04-09 19:45:22 | INFO     | appLogger | llm_service : 63  | sentence: 作为黄河非遗的重要组成部分，皮影戏不仅承载着民间艺术的精髓，也通过保护与传承，延续着黄河文明的传承脉络。
2026-04-09 19:45:22 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: 作为黄河非遗的重要组成部分，皮影戏不仅承载着民间艺术的精髓，也通过保护与传承，延续着黄河文明的传承脉络。 (sid=1)
2026-04-09 19:45:22 | INFO     | appLogger | llm_worker  : 43  | [LLM] 生成时间为：13.997501
2026-04-09 19:45:41 | INFO     | appLogger | tts_worker  : 86  | [TTS] 切分为 3 个短句: ['桐柏皮影戏（国家级）流传于河南省桐柏县，', '以其精湛的技艺和丰富的文化底蕴被列入第三批非物质文', '而信阳皮影戏（省级）则在平桥区文化馆传承至今。']
2026-04-09 19:45:41 | INFO     | appLogger | tts_worker  : 90  | [TTS] 切分为 3 个短句: ['桐柏皮影戏（国家级）流传于河南省桐柏县，', '以其精湛的技艺和丰富的文化底蕴被列入第三批非物质文', '而信阳皮影戏（省级）则在平桥区文化馆传承至今。']
2026-04-09 19:46:21 | INFO     | appLogger | tts_worker  : 86  | [TTS] 切分为 1 个短句: ['两者均以生动的叙事和独特的艺术表现形式，展现了黄河文化的历史积淀。']
2026-04-09 19:46:21 | INFO     | appLogger | tts_worker  : 90  | [TTS] 切分为 1 个短句: ['两者均以生动的叙事和独特的艺术表现形式，展现了黄河文化的历史积淀。']
2026-04-09 19:46:43 | INFO     | appLogger | tts_worker  : 86  | [TTS] 切分为 2 个短句: ['作为黄河非遗的重要组成部分，', '也通过保护与传承，延续着黄河文明的传承脉络。']
2026-04-09 19:46:43 | INFO     | appLogger | tts_worker  : 90  | [TTS] 切分为 2 个短句: ['作为黄河非遗的重要组成部分，', '也通过保护与传承，延续着黄河文明的传承脉络。']
